college_name,state,stream,ug_fee,pg_fee,rating,academic,accommodation,faculty,infrastructure,placement,social_life,institute_canonical,match_type,needs_manual_review
"Jamia Millia Islamia University-[JMI], New Delhi",Delhi,Science,"8,000","7,800",8,8.4,7.6,8.3,8.4,7.2,8.2,Jamia Millia Islamia University-[JMI],EXACT,False
Acharya Narendra Dev College,Delhi,Science,"7,965","7,851",7.8,8.9,6.5,8.7,7.3,7.1,8.1,Acharya Narendra Dev College,EXACT,False
Daulat Ram College,Delhi,Science,"19,540",--,7.9,8.4,7.4,8.5,7.5,7.2,8.4,Daulat Ram College,EXACT,False
"Maitreyi College, New Delhi",Delhi,Science,"8,390","7,616",7.8,8.3,6.8,8.3,8,6.8,8.3,"Maitreyi College, New Delhi",EXACT,False
Shyam Lal College,Delhi,Science,"19,750",--,7.3,8.1,6.2,8,7.5,6.1,7.9,Shyam Lal College,EXACT,False
Kamala Nehru College,Delhi,Science,"10,500",--,8.1,8.7,7.6,8.8,7.3,7.2,8.7,Kamala Nehru College,EXACT,False
Indraprastha College for Women,Delhi,Science,"45,600","13,000",8,8.8,7.6,8.2,8.8,7.1,7.5,Indraprastha College for Women,EXACT,False
Maharaja Agrasen College,Delhi,Science,"16,000",--,7.7,8.2,6.7,8.1,8.7,6.5,7.9,Maharaja Agrasen College,EXACT,False
"Shivaji College, New Delhi",Delhi,Science,"22,970",--,7.8,8.2,6.8,8.3,8.1,6.8,8.3,"Shivaji College, New Delhi",EXACT,False
Shaheed Sukhdev College of Business Studies,Delhi,Science,"29,025",--,8.6,9.1,7.6,9,8.3,8.8,8.6,Shaheed Sukhdev College of Business Studies,EXACT,False
"Keshav Mahavidyalaya, New Delhi",Delhi,Science,"9,336",--,8.1,8.6,7.4,8.7,8.8,7,8,"Keshav Mahavidyalaya, New Delhi",EXACT,False
"Sri Guru Gobind Singh College of Commerce,",Delhi,Science,"45,200",--,8.2,8.7,7.5,8.4,8.7,7.6,8.5,Sri Guru Gobind Singh College of Commerce,EXACT,False
"Kalindi College, New Delhi",Delhi,Science,"13,297",--,7.4,8.6,6.4,8.4,7,6.3,7.8,"Kalindi College, New Delhi",EXACT,False
"Ramanujan college, New Delhi",Delhi,Science,"22,500",--,7.9,8.6,6.5,8.4,8.3,7.2,8.3,"Ramanujan college, New Delhi",EXACT,False
Andhra Loyola College,Andhra Pradesh,Science,--,--,8,8.5,7.4,8.5,8.6,7,8.2,Andhra Loyola College,EXACT,False
"Silver Jubilee Government Degree College, Kurnool",Andhra Pradesh,Science,"5,346",--,7.7,8.3,6.1,9,7.7,7.1,7.9,Silver Jubilee Government Degree College,EXACT,False
Acharya NG Ranga Agricultural University,Andhra Pradesh,Science,"27,900","29,830",8.4,8.8,8.1,9.4,8.2,7,8.6,Acharya NG Ranga Agricultural University,EXACT,False
Sri Venkateswara Institute of Medical Sciences,Andhra Pradesh,Science,"27,700","29,200",7.8,8.2,7.9,8.1,7.5,7.5,7.5,Sri Venkateswara Institute of Medical Sciences,EXACT,False
K L University,Andhra Pradesh,Science,"1,45,000","85,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2,K L University,EXACT,False
"Andhra University, College of Engineering",Andhra Pradesh,Science,--,--,7.7,8.2,6.9,7.8,8,7.2,7.9,Andhra University,EXACT,False
PES Institute of Medical Sciences and Research,Andhra Pradesh,Science,--,--,7.9,8.3,6.5,8.4,8.4,7.6,8.3,PES Institute of Medical Sciences and Research,EXACT,False
Sri Venkateswara University,Andhra Pradesh,Science,"12,760","11,805",8.1,7.9,8.3,8.2,7.9,7.7,8.4,Sri Venkateswara University,EXACT,False
"Vignan’s Foundation for Science, Technology, and Research,",Andhra Pradesh,Science,"70,000","70,000",8.2,8.2,8.4,8.5,8.2,7.7,8.4,Vignan’s Foundation for Science,EXACT,False
Shri Vishnu College of Pharmacy,Andhra Pradesh,Science,--,--,8,8.1,8,8.1,8.4,7.7,7.8,Shri Vishnu College of Pharmacy,EXACT,False
"JNTUA College of Engineering, Ananthapur",Andhra Pradesh,Science,"58,750",--,7,7.1,7.3,6.7,7.5,6.3,7.3,"JNTUA College of Engineering, Ananthapur",EXACT,False
Sagi Ramakrishnam Raju Engineering College,Andhra Pradesh,Science,--,--,8.2,8.5,7.5,8.4,8.3,8.2,8.3,Sagi Ramakrishnam Raju Engineering College,EXACT,False
"Chalapathi Institute of Pharmaceutical Sciences, Guntur",Andhra Pradesh,Science,--,--,8.1,8.7,8,8.3,8.8,7.9,7.1,Chalapathi Institute of Pharmaceutical Sciences,EXACT,False
Acharya Nagarjuna University,Andhra Pradesh,Science,"13,800","8,395",7.3,7.7,7,7.2,8,5.7,8.2,Acharya Nagarjuna University,EXACT,False
Sri Venkateswara Veterinary University,Andhra Pradesh,Science,"27,405","45,675",8.2,8.7,8,8.5,7.8,7.8,8.4,Sri Venkateswara Veterinary University,EXACT,False
"TSR and TBK Degree and PG College,",Andhra Pradesh,Science,"22,500","42,600",7.7,8.3,6,8.8,8,6.8,8.5,"TSR and TBK Degree and PG College,",EXACT,False
"Dr. Lankapalli Bullayya College, Visakhapatnam",Andhra Pradesh,Science,--,--,8.2,8.7,7.5,8.6,9,6.8,8.3,Dr. Lankapalli Bullayya College,EXACT,False
"Krea University, Sri City",Andhra Pradesh,Science,"7,70,500",--,8.6,8.2,8.6,8.7,8.6,8.8,8.8,"Krea University, Sri City",EXACT,False
Jawaharlal Nehru Technological University,Andhra Pradesh,Science,--,--,7.4,7.7,6.8,7.1,7.7,7.1,7.8,Jawaharlal Nehru Technological University,EXACT,False
PVKN Govt Degree College,Andhra Pradesh,Science,"8,555",--,8.9,9.7,7.7,9,8.7,8.3,9.7,PVKN Govt Degree College,EXACT,False
Indian Institute of Technology,Andhra Pradesh,Science,"17,450","17,450",8.6,9,8.1,8.8,8.7,8.2,8.9,IIT,EXACT,False
Centurion University of Technology and Management,Andhra Pradesh,Science,"90,000","60,000",7.8,8,7.2,8.3,7.6,7.4,8.3,Centurion University of Technology and Management,EXACT,False
Bapatla Engineering College,Andhra Pradesh,Science,"26,400",--,7.5,7.8,7.3,7.7,8.2,6.5,7.7,Bapatla Engineering College,EXACT,False
National Institute of Technology,Andhra Pradesh,Science,"1,25,000","55,000",7.2,7.9,6.6,7.5,6.9,6.9,7.2,NIT,EXACT,False
"Rajiv Gandhi University of Knowledge Technologies -[RGUKT],",Andhra Pradesh,Science,--,--,8.2,8.4,7.6,8.1,8.9,7.7,8.5,Rajiv Gandhi University of Knowledge Technologies -[RGUKT],EXACT,False
Indian Institute of Information Technology Design and,Andhra Pradesh,Science,"67,500",--,7.4,7.9,7.6,8,6.7,7.2,7.2,IIIT Design and,EXACT,False
Rajeev Gandhi Memorial College of Engineering and,Andhra Pradesh,Science,--,--,7.4,7.8,7.2,7.6,8,6.2,7.4,Rajeev Gandhi Memorial College of Engineering and,EXACT,False
VIT University,Andhra Pradesh,Science,"2,75,000","1,53,000",8.2,8.3,7.9,8.3,8.1,8.4,8.1,VIT University,EXACT,False
"SRM University, Amaravathi",Andhra Pradesh,Science,"16,000","1,60,000",8.7,8.7,8.1,9.2,9.2,8.4,8.4,"SRM University, Amaravathi",EXACT,False
Mount Carmel College,Karnataka,Science,"42,000",--,8.3,8.3,7.8,8.2,8.3,7.9,9.1,Mount Carmel College,EXACT,False
"Christ University, Bangalore",Karnataka,Science,"35,000","90,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8,"Christ University, Bangalore",EXACT,False
St Joseph's College,Karnataka,Science,"1,28,250","32,960",8.1,8.4,7.3,8.4,8.3,7.6,8.6,St Joseph's College,EXACT,False
Kristu Jayanti College,Karnataka,Science,"50,000","80,000",8.4,8.9,7.7,8.4,8.9,8.1,8.5,Kristu Jayanti College,EXACT,False
"St. Aloysius College, Mangalore",Karnataka,Science,"94,705","27,150",7.9,8.4,7.1,8.1,8.3,7.1,8.6,"St. Aloysius College, Mangalore",EXACT,False
The Oxford College of Science,Karnataka,Science,"50,000","25,000",7.1,7.8,6.4,7.7,7.4,6.2,7.2,The Oxford College of Science,EXACT,False
Jyoti Nivas College,Karnataka,Science,"30,000","40,000",7.8,8.2,7.4,8.3,7.7,7,8.4,Jyoti Nivas College,EXACT,False
"NMKRV College for Women, Bangalore",Karnataka,Science,"1,40,000","1,20,000",7.9,7.9,7.3,8.4,8.1,6.9,8.7,"NMKRV College for Women, Bangalore",EXACT,False
Indian Institute of Management,Karnataka,Science,--,--,9.1,9,9,9.1,9.2,9.2,8.9,Indian Institute of Management,EXACT,False
National Law School of India University,Karnataka,Science,"2,19,625",--,8.8,9.1,8.6,9.3,8.1,9.1,8.8,National Law School of India University,EXACT,False
Kasturba Medical College,Karnataka,Science,"5,27,000","1,10,000",9,9,8.1,9,9.5,8.9,9.3,Kasturba Medical College,EXACT,False
Welcomgroup Graduate School of Hotel Administration,Karnataka,Science,"1,70,000",--,8.8,8.7,8.3,8.6,8.7,9.1,9.3,Welcomgroup Graduate School of Hotel Administration,EXACT,False
Manipal College of Dental Sciences,Karnataka,Science,"30,000",--,8.7,9,7.2,9.1,9.4,8.2,9.3,Manipal College of Dental Sciences,EXACT,False
Manipal Academy of Higher Education,Karnataka,Science,"1,75,000","94,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4,Manipal Academy of Higher Education,EXACT,False
National Institute of Technology,Karnataka,Science,"45,355","88,405",8.4,8.7,7.2,8.2,8.4,8.9,8.9,NIT,EXACT,False
Kasturba Medical College,Karnataka,Science,"2,30,000","2,60,000",8.5,9.2,8.2,9.1,8.1,8.2,8.3,Kasturba Medical College,EXACT,False
"Ramaiah Medical College, Bangalore",Karnataka,Science,"66,500",--,8.8,9.3,7.9,9.4,9.3,8.6,8.1,"Ramaiah Medical College, Bangalore",EXACT,False
"JSS Academy of Higher Education & Research,",Karnataka,Science,"44,590","39,340",8.2,8.3,7.5,8.6,8.5,8,8,JSS Academy of Higher Education & Research,EXACT,False
Bangalore Medical College and Research Institute,Karnataka,Science,"17,970","34,720",8.4,8.6,7.7,8.2,7.9,9.3,8.5,Bangalore Medical College and Research Institute,EXACT,False
Army Institute of Fashion and Design,Karnataka,Science,"1,92,814","1,61,105",9,9.2,9.2,8.7,8.6,9,9,Army Institute of Fashion and Design,EXACT,False
"JD Institute of Fashion Technology, Bangalore",Karnataka,Science,"2,50,000",--,8.2,8.7,5.5,9.6,7.7,7.7,9.8,JD Institute of Fashion Technology,EXACT,False
KS Hegde Medical Academy,Karnataka,Science,"1,02,500","56,000",8.6,9,8.4,9.6,8.4,8.2,8.2,KS Hegde Medical Academy,EXACT,False
T. A. Pai Management Institute,Karnataka,Science,--,--,8.5,8.5,8.4,8.8,8.6,8.7,7.8,T. A. Pai Management Institute,EXACT,False
"University College of Law Bangalore University, Bangalore",Karnataka,Science,--,--,7.6,8.5,6,8.5,7.5,8,7,University College of Law Bangalore University,EXACT,False
Belagavi Institute of Medical Sciences,Karnataka,Science,--,--,8.6,9.1,8,9,7.4,9.8,8,Belagavi Institute of Medical Sciences,EXACT,False
"College of Dental Sciences, Davanagere",Karnataka,Science,--,--,8.3,9.2,7,8.8,8.4,8.4,7.8,"College of Dental Sciences, Davanagere",EXACT,False
"Alliance University, Bangalore",Karnataka,Science,"1,50,000",--,8,8.2,7.2,8.2,8.8,7.6,8,"Alliance University, Bangalore",EXACT,False
Ramaiah Institute of Technology,Karnataka,Science,--,--,8.4,8.5,7.8,8.3,8.7,8.3,8.6,Ramaiah Institute of Technology,EXACT,False
International Institute of Information Technology,Karnataka,Science,"3,20,000","1,07,000",8.7,9.2,8.5,9.1,8.8,8.9,7.6,International Institute of Information Technology,EXACT,False
BMS College of Engineering,Karnataka,Science,--,--,8.2,8.4,8,8,8,8.3,8.7,BMS College of Engineering,EXACT,False
"Nizam College, Hyderabad",Telangana,Science,"15,600",--,8.2,8.3,7.5,8.6,8.3,7.6,8.7,"Nizam College, Hyderabad",EXACT,False
"Loyola Academy Degree and PG College, Secunderabad",Telangana,Science,"36,240","40,400",8.1,8.5,7.2,8.4,8.5,7.7,8.4,Loyola Academy Degree and PG College,EXACT,False
"St Ann's College for Women, Hyderabad",Telangana,Science,"17,155","27,055",8.1,8.6,6.9,8.7,8.5,7.7,8.4,"St Ann's College for Women, Hyderabad",EXACT,False
"St Joseph's Degree and PG College, Hyderabad",Telangana,Science,--,--,7.8,8.2,6.4,8.4,7.5,8,8.1,St Joseph's Degree and PG College,EXACT,False
"St Francis College for Women, Hyderabad",Telangana,Science,"10,000","35,580",8.5,8.9,7.2,8.5,8.9,8.6,9,"St Francis College for Women, Hyderabad",EXACT,False
Indian Institute of Technology,Telangana,Science,"31,395","25,095",8.5,8.7,8,8.7,8.5,8.3,8.6,IIT,EXACT,False
University of Hyderabad,Telangana,Science,"10,710","10,710",8.4,8.7,7.6,8.5,9,7.5,8.8,University of Hyderabad,EXACT,False
National Institute of Pharmaceutical Education and Research,Telangana,Science,"95,500",--,8.4,8.6,8,8.7,8,8.4,8.4,National Institute of Pharmaceutical Education and Research,EXACT,False
National Institute of Technology,Telangana,Science,"20,000","47,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4,NIT,EXACT,False
ICFAI Foundation for Higher Education,Telangana,Science,"1,30,000","90,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9,ICFAI Foundation for Higher Education,EXACT,False
International Institute of Information Technology,Telangana,Science,"1,50,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9,International Institute of Information Technology,EXACT,False
Jawaharlal Nehru Technological University,Telangana,Science,"20,000","20,000",8,8.3,7.7,7.8,8.3,7.6,8.3,Jawaharlal Nehru Technological University,EXACT,False
ICFAI Business School,Telangana,Science,"1,60,000","35,000",8.2,8.2,8,8.1,8.5,7.8,8.7,ICFAI Business School,EXACT,False
Kasturba Gandhi Degree and PG College for,Telangana,Science,"92,000",--,8,8.1,7,8.3,8.6,7.1,8.8,Kasturba Gandhi Degree and PG College for,EXACT,False
Narsee Monjee Institute of Management Studies,Telangana,Science,"1,16,500",--,8.8,8.9,8.4,9.2,8.9,8.5,8.9,Narsee Monjee Institute of Management Studies,EXACT,False
A.V. College of Arts Science and Commerce,Telangana,Science,"22,605","12,640",8,8.1,6.3,8.1,8.7,7.8,8.9,A.V. College of Arts Science and Commerce,EXACT,False
Osmania University College for Women,Telangana,Science,"7,640","35,560",8.2,8,8.4,8.7,8.5,6.5,9,Osmania University College for Women,EXACT,False
Indian Institute of Management and Commerce,Telangana,Science,"37,500",--,7.7,8.3,5.3,8.6,7.5,8.1,8.3,Indian Institute of Management and Commerce,EXACT,False
Osmania University,Telangana,Science,"2,260",--,7.9,8.3,7.5,8,8,7.7,7.9,Osmania University,EXACT,False
Kakatiya University,Telangana,Science,"3,010","11,840",7.2,7.4,6.8,7.6,7.2,6.8,7.4,Kakatiya University,EXACT,False
Directorate of Sorghum Research,Telangana,Science,--,--,--,--,--,--,--,--,--,Directorate of Sorghum Research,EXACT,False
Siva Sivani Institute of Management,Telangana,Science,--,--,7.4,7.6,7.2,7.6,7.3,7.3,7.5,Siva Sivani Institute of Management,EXACT,False
"Anurag University, Hyderabad",Telangana,Science,"54,000",--,8.3,8.5,7.5,8.2,8.9,8,8.4,"Anurag University, Hyderabad",EXACT,False
Centre for Cellular and Molecular Biology,Telangana,Science,--,--,8.4,--,--,8.7,--,8.2,8.3,Centre for Cellular and Molecular Biology,EXACT,False
Dr. B.R. Ambedkar Open University,Telangana,Science,"12,600","1,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8,Dr. B.R. Ambedkar Open University,EXACT,False
K L University,Telangana,Science,--,--,7.9,7.9,7.4,8.1,8.2,7.6,8.1,K L University,EXACT,False
"Gandhi Medical College, Secunderabad",Telangana,Science,--,--,7.3,7.9,7.6,7.7,7,6.9,6.7,"Gandhi Medical College, Secunderabad",EXACT,False
Maulana Azad National Urdu University,Telangana,Science,"4,700","9,000",7.8,7,8.3,8.1,8.6,7.1,7.9,Maulana Azad National Urdu University,EXACT,False
Sarojini Naidu Vanita Mahavidyalaya,Telangana,Science,"12,200","25,975",9.4,9.8,9.8,8.5,9.5,9,9.5,Sarojini Naidu Vanita Mahavidyalaya,EXACT,False
Raja Bahadur Venkat Rama Reddy Women's College,Telangana,Science,"22,780",--,8.2,7.8,7.6,8.6,8.3,7.9,8.7,Raja Bahadur Venkat Rama Reddy Women's College,EXACT,False
"IPS Academy, Indore",Madhya Pradesh,Science,"11,429","11,644",7.6,7.7,7.1,7.5,8,7.2,7.8,"IPS Academy, Indore",EXACT,False
Indian Institute of Technology,Madhya Pradesh,Science,"46,800","78,800",8,8.4,7.6,8.1,7.7,7.8,8.4,IIT,EXACT,False
School of Planning and Architecture,Madhya Pradesh,Science,--,--,7.5,8.4,7.7,8.1,7.7,5.7,7.4,School of Planning and Architecture,EXACT,False
National Law Institute University,Madhya Pradesh,Science,"83,500",--,8.4,8.6,7.9,7.9,9.1,8.5,8.4,National Law Institute University,EXACT,False
Maulana Azad National Institute of Technology,Madhya Pradesh,Science,"38,600",--,7.8,7.8,7.5,7.5,7.6,8.1,8.5,Maulana Azad NIT,EXACT,False
Indian Institute of Forest Management,Madhya Pradesh,Science,"1,00,000",--,9,9,9.1,9,9.3,8.5,9.1,Indian Institute of Forest Management,EXACT,False
Atal Bihari Vajpayee Indian Institute of Information,Madhya Pradesh,Science,"75,070",--,7.6,7.5,7,7.1,8.2,7.7,8,Atal Bihari Vajpayee Indian Institute of Information,EXACT,False
Rabindranath Tagore University,Madhya Pradesh,Science,"15,000","20,000",7.7,8,7.4,7.8,8.6,6.4,7.8,Rabindranath Tagore University,EXACT,False
"Rajeev Gandhi College, Bhopal",Madhya Pradesh,Science,"15,000","20,000",6.7,7,5.9,7.3,7.1,5.6,7.2,"Rajeev Gandhi College, Bhopal",EXACT,False
Jawaharlal Nehru Krishi Vishwa Vidyalaya,Madhya Pradesh,Science,"74,411","58,395",7.9,8.2,7.5,8.7,7.7,7,8.4,Jawaharlal Nehru Krishi Vishwa Vidyalaya,EXACT,False
Prestige Institute of Management,Madhya Pradesh,Science,"62,450",--,8.4,9.1,6.8,9,8.2,8.7,8.3,Prestige Institute of Management,EXACT,False
Islamia Karimia College,Madhya Pradesh,Science,"9,852","22,550",5.9,6,5.5,8,5.5,4.5,6,Islamia Karimia College,EXACT,False
Shri Vaishnav Institute of Management,Madhya Pradesh,Science,"22,120",--,8.1,8.6,7.1,8.7,8,7.5,8.6,Shri Vaishnav Institute of Management,EXACT,False
Institute for Excellence in Higher Education,Madhya Pradesh,Science,"23,882","34,907",7.2,7.9,6.5,7.9,7,6.7,7.4,Institute for Excellence in Higher Education,EXACT,False
"M.B. Khalsa College, Indore",Madhya Pradesh,Science,"22,000","20,000",6.6,6.7,5.2,7.8,7.1,5.7,7,"M.B. Khalsa College, Indore",EXACT,False
"Amity University, Gwalior",Madhya Pradesh,Science,"48,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3,"Amity University, Gwalior",EXACT,False
Government M L B Girls PG College,Madhya Pradesh,Science,--,--,6.9,7.1,6.5,7.4,6.5,5.8,7.8,Government M L B Girls PG College,EXACT,False
"Devi Ahilya Vishwavidyalaya, Indore",Madhya Pradesh,Science,"18,500","54,500",7.5,8,6.5,7.8,7.5,7,7.9,"Devi Ahilya Vishwavidyalaya, Indore",EXACT,False
"Government Maharani Laxmi Bai Girls PG College,",Madhya Pradesh,Science,"1,300","8,420",--,--,--,--,--,--,--,Government Maharani Laxmi Bai Girls PG College,EXACT,False
"Altius Institute of Universal Studies, Indore",Madhya Pradesh,Science,"30,000",--,9,9,8,--,--,--,--,Altius Institute of Universal Studies,EXACT,False
Regional Institute of Education,Madhya Pradesh,Science,"14,710",--,8.6,9,8.3,8.5,8.9,8.4,8.2,Regional Institute of Education,EXACT,False
Barkatullah University,Madhya Pradesh,Science,"5,650","30,000",6.9,7.3,6.1,7.4,6.9,6,7.5,Barkatullah University,EXACT,False
Indira Gandhi National Tribal University,Madhya Pradesh,Science,"8,740","10,400",7.5,7.5,7.3,8.4,7.9,5.9,7.9,Indira Gandhi National Tribal University,EXACT,False
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya,Madhya Pradesh,Science,"27,620","17,855",8.2,9,7,8.5,8,8,8.6,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya,EXACT,False
Atal Bihari Vajpayee Hindi Vishwavidyalaya,Madhya Pradesh,Science,"9,100","13,650",7.7,8.3,6.3,8.7,7.3,7.8,7.9,Atal Bihari Vajpayee Hindi Vishwavidyalaya,EXACT,False
Awadhesh Pratap Singh University,Madhya Pradesh,Science,"30,000","36,000",7.1,7.9,6.5,8.1,7.2,5.3,7.3,Awadhesh Pratap Singh University,EXACT,False
"Career College, Bhopal",Madhya Pradesh,Science,"15,000","15,000",8.3,8.4,7.6,8.7,8.3,8.4,8.3,"Career College, Bhopal",EXACT,False
Madhya Pradesh Bhoj (Open) University,Madhya Pradesh,Science,"10,260","6,180",7.8,8.6,7.4,8.7,7.5,7.6,7.2,Madhya Pradesh Bhoj (Open) University,EXACT,False
Bonnie foi College,Madhya Pradesh,Science,"12,000","18,800",--,--,--,--,--,--,--,Bonnie foi College,EXACT,False
"VIT Bhopal University, Bhopal",Madhya Pradesh,Science,"43,000","77,000",7.9,8.6,7.7,8.4,7.1,8.1,7.4,"VIT Bhopal University, Bhopal",EXACT,False
"Trivandrum University College, Thiruvananthapuram",Kerala,Science,"1,555","3,595",8.5,9.2,8,8.6,9,7.5,8.6,Trivandrum University College,EXACT,False
"Mar Ivanios College, Thiruvananthapuram",Kerala,Science,"4,065","4,725",8.3,8.7,8.1,8.7,8.8,6.6,9,"Mar Ivanios College, Thiruvananthapuram",EXACT,False
Sacred Heart College,Kerala,Science,"6,970","10,200",8.5,8.9,7.5,8.6,8.8,8,9.1,Sacred Heart College,EXACT,False
Rajagiri College of Social Sciences,Kerala,Science,"23,853","46,803",8.5,8.8,8.5,8.8,8.5,8,8.1,Rajagiri College of Social Sciences,EXACT,False
"Government College for Women, Thiruvananthapuram",Kerala,Science,--,--,8.2,9,6.8,8.8,9,7.1,8.6,Government College for Women,EXACT,False
"St Thomas' College, Thrissur",Kerala,Science,"2,570","3,980",7.4,8,7,8.1,7,6.6,7.9,"St Thomas' College, Thrissur",EXACT,False
"St. Albert's College, Ernakulam",Kerala,Science,"37,500","45,000",7.1,7.9,6.4,7.7,7,6.5,6.9,"St. Albert's College, Ernakulam",EXACT,False
St. Berchmans College,Kerala,Science,"9,550","1,42,000",8.4,8.6,8.2,8.6,8.6,7.7,8.5,St. Berchmans College,EXACT,False
"St Teresa's College (Autonomous), Ernakulam",Kerala,Science,"3,500","7,000",8.4,8.9,7.4,9,8.2,7.7,9.3,St Teresa's College (Autonomous),EXACT,False
"Mahatma Gandhi College, Trivandrum",Kerala,Science,"2,800","84,376",8.1,8.7,7.5,8.6,8.8,5.9,8.9,"Mahatma Gandhi College, Trivandrum",EXACT,False
"Government Arts College, Thiruvananthapuram",Kerala,Science,--,--,7.8,9.3,6.3,9,8,6.5,7.5,Government Arts College,EXACT,False
"Farook College, Kozhikode",Kerala,Science,"3,190","5,020",8.1,8.7,8.1,8.5,8.5,5.8,9,"Farook College, Kozhikode",EXACT,False
